email_text,feature1_subject_length,feature2_body_length,feature3_exclamation_count,feature4_capital_ratio,feature5_has_free,feature6_has_offer,feature7_has_urgent,feature8_num_links,feature9_has_attachment,feature10_is_known_domain,label
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://LGoiRNUc.com",29,109,1,0.07339449541284404,1,1,1,3,0,0,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://Gchg6a6z.com.",25,93,1,0.043010752688172046,1,0,0,1,0,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código LTB0fK. ¡Stock limitado! Visita http://51S7oqd3.com.",29,130,2,0.06923076923076923,0,1,1,3,1,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://WRkFR0kB.com",41,109,1,0.07339449541284404,1,0,1,5,0,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://K4jF8TDT.com.",19,93,1,0.08602150537634409,1,0,0,4,1,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://EYosYJOG.com",19,109,1,0.08256880733944955,1,0,1,4,0,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código X2lvmg. ¡Stock limitado! Visita http://XG8YhITw.com.",41,130,2,0.07692307692307693,0,1,1,2,0,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://N3KICBNq.com.",36,86,0,0.10465116279069768,0,0,1,5,0,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://sq5uzq3S.com.",19,118,1,0.0423728813559322,1,0,1,3,0,1,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://kHFltQ4K.com.",32,118,1,0.06779661016949153,1,0,1,2,1,1,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://C5EaAOE0.com.",19,93,1,0.08602150537634409,1,0,0,2,1,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://B4I7ggJJ.com.",19,93,1,0.07526881720430108,1,0,0,1,0,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://YNvhTMzt.com.",32,86,0,0.08139534883720931,0,1,1,3,0,1,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://ZhvhOe6s.com",41,109,1,0.045871559633027525,1,0,1,2,1,0,SPAM
"Asunto: ¡Muestras Gratis Hoy!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://4aL1ta16.com.",21,118,1,0.0423728813559322,1,0,1,3,1,0,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://hvQFmD22.com.",25,86,0,0.06976744186046512,0,0,1,1,0,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://wSznHo7G.com.",32,93,1,0.06451612903225806,1,1,0,3,1,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://Oj59gOQo.com.",32,118,1,0.059322033898305086,1,1,1,3,1,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://gkID8Vis.com.",23,118,1,0.059322033898305086,1,0,1,2,0,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://zFblSS2R.com.",32,86,0,0.08139534883720931,0,1,1,3,0,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://SDrBYCr3.com",41,109,1,0.07339449541284404,1,0,1,1,0,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://0uW9057c.com.",36,93,1,0.043010752688172046,1,0,0,3,1,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://KQqugbOW.com.",41,93,1,0.07526881720430108,1,0,0,4,0,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://genxLgVj.com.",29,86,0,0.05813953488372093,0,1,1,5,0,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://JX6VwMs9.com.",19,93,1,0.07526881720430108,1,0,0,4,0,1,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://pjwyjmH4.com.",23,86,0,0.046511627906976744,1,0,1,2,1,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://EGt58LOz.com.",32,93,1,0.07526881720430108,1,1,0,4,0,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://01oAC6hC.com.",41,93,1,0.06451612903225806,1,0,0,4,1,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://fqQI2XWj.com.",32,86,0,0.08139534883720931,0,1,1,3,1,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://DA2QEqK9.com.",32,118,1,0.07627118644067797,1,1,1,4,0,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://XFSzeZVy.com",41,109,1,0.07339449541284404,1,0,1,3,1,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código ombCBB. ¡Stock limitado! Visita http://CUcf9GGb.com.",41,130,2,0.08461538461538462,0,1,1,5,1,0,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://hH2hy7QF.com.",25,118,1,0.059322033898305086,1,0,1,3,0,1,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código 8NG99F. ¡Stock limitado! Visita http://k1sDCowj.com.",41,130,2,0.06923076923076923,0,1,1,2,1,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://3cH7Trb6.com.",32,118,1,0.05084745762711865,1,1,1,4,0,1,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://f7Z1wP9B.com",41,109,1,0.05504587155963303,1,0,1,4,0,0,SPAM
"Asunto: ¡Muestras Gratis Hoy!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://aGmAQo84.com",21,109,1,0.05504587155963303,1,0,1,3,0,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://YgXFa3r3.com.",41,93,1,0.06451612903225806,1,0,0,5,1,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://2iR4QeKx.com.",19,118,1,0.059322033898305086,1,0,1,3,0,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código ixZ3UF. ¡Stock limitado! Visita http://7arW9l0O.com.",41,130,2,0.06923076923076923,0,1,1,3,0,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://vBSoKFtr.com.",29,118,1,0.06779661016949153,1,1,1,3,0,1,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código iXfr8J. ¡Stock limitado! Visita http://yG7AiM59.com.",32,130,2,0.06923076923076923,0,1,1,4,1,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://0uha9hnZ.com.",29,93,1,0.043010752688172046,1,1,0,4,1,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://wxEfnHhB.com",32,109,1,0.05504587155963303,1,1,1,5,1,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://TZIcgapr.com.",32,86,0,0.06976744186046512,0,1,1,1,0,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://IMorKspP.com.",41,93,1,0.07526881720430108,1,0,0,3,1,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código Bj2UkY. ¡Stock limitado! Visita http://lugSECCJ.com.",29,130,2,0.09230769230769231,0,1,1,4,0,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://lmpIQx9Z.com",41,109,1,0.05504587155963303,1,0,1,2,0,0,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://aSMcnsCM.com.",25,93,1,0.07526881720430108,1,0,0,1,0,1,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://MvzkgThB.com.",29,86,0,0.06976744186046512,0,1,1,2,1,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://YF1b5qH7.com.",32,118,1,0.059322033898305086,1,0,1,3,0,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://bfCLCHJ8.com.",32,118,1,0.07627118644067797,1,0,1,1,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://hzTgms3P.com.",23,93,1,0.053763440860215055,1,0,0,5,1,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://H7QWmQy6.com.",29,93,1,0.07526881720430108,1,1,0,4,1,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://e0TiBQ3Q.com",32,109,1,0.06422018348623854,1,0,1,5,1,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://8x91x1hH.com.",36,118,1,0.0423728813559322,1,0,1,1,1,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://2GqYizpn.com.",29,86,0,0.05813953488372093,0,1,1,4,1,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://UqsvGIO2.com.",41,86,0,0.08139534883720931,0,0,1,4,0,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://lOX891Q1.com",19,109,1,0.05504587155963303,1,0,1,5,1,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://PWpVP2QL.com.",36,86,0,0.10465116279069768,0,0,1,4,1,0,SPAM
"Asunto: ¡Muestras Gratis Hoy!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://QqWHrAd3.com.",21,93,1,0.07526881720430108,1,0,0,1,1,1,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://IqViGWfg.com",25,109,1,0.06422018348623854,1,0,1,5,0,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código xdACu7. ¡Stock limitado! Visita http://mRpWDzJb.com.",41,130,2,0.07692307692307693,0,1,1,3,0,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://tZFtcFJU.com.",29,86,0,0.09302325581395349,0,1,1,5,0,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://VIcZIxVU.com.",29,86,0,0.10465116279069768,0,1,1,4,1,1,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://siBazIJk.com",23,109,1,0.05504587155963303,1,0,1,1,0,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://PRyM2aiG.com.",41,93,1,0.07526881720430108,1,0,0,2,1,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://l7t3uVsL.com.",36,86,0,0.05813953488372093,0,0,1,5,0,1,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://d5AveMaz.com",23,109,1,0.045871559633027525,1,0,1,1,0,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://QkWKspxM.com.",36,86,0,0.08139534883720931,0,0,1,1,1,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://ohMRHYBM.com.",41,86,0,0.10465116279069768,0,0,1,5,0,1,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://ZNrsegs3.com.",29,118,1,0.05084745762711865,1,1,1,3,1,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://VopYQ9wA.com",41,109,1,0.06422018348623854,1,0,1,3,0,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://lx5vDrB0.com.",41,86,0,0.05813953488372093,0,0,1,3,1,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://duzjko7w.com",41,109,1,0.027522935779816515,1,0,1,2,1,1,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://Zsa8NkQe.com.",19,118,1,0.059322033898305086,1,0,1,3,1,0,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://81vi1tb0.com.",25,86,0,0.03488372093023256,0,0,1,4,0,1,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://3tqqqmAd.com.",29,118,1,0.0423728813559322,1,1,1,2,1,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código wVPhkf. ¡Stock limitado! Visita http://7x1nkOFX.com.",29,130,2,0.06923076923076923,0,1,1,2,1,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://WnJ3mwKs.com.",32,86,0,0.06976744186046512,1,0,1,4,0,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://o5LynXfx.com.",32,93,1,0.053763440860215055,1,0,0,4,1,1,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://O53r7IKw.com.",36,93,1,0.06451612903225806,1,0,0,4,0,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://ZnJQtNws.com.",29,118,1,0.06779661016949153,1,1,1,5,1,1,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código IHhWbw. ¡Stock limitado! Visita http://QHbIrnoa.com.",32,130,2,0.07692307692307693,0,1,1,2,1,1,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://sP75m4Xa.com.",25,86,0,0.05813953488372093,0,0,1,3,1,1,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://CYepkrry.com.",25,118,1,0.05084745762711865,1,0,1,4,1,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código Nfr9GT. ¡Stock limitado! Visita http://6IZPwloL.com.",32,130,2,0.08461538461538462,0,1,1,3,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://RLnFxh9Y.com.",23,93,1,0.07526881720430108,1,0,0,2,0,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://syPF8HLs.com.",29,118,1,0.06779661016949153,1,1,1,5,0,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://n1elSrZt.com.",41,93,1,0.053763440860215055,1,0,0,1,0,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código wpevId. ¡Stock limitado! Visita http://FkrTEXIf.com.",32,130,2,0.07692307692307693,0,1,1,2,0,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://9MMGY91B.com.",32,86,0,0.09302325581395349,1,0,1,4,0,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://SISHoKji.com.",41,86,0,0.09302325581395349,0,0,1,4,0,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código nJFuER. ¡Stock limitado! Visita http://L3FWDEMU.com.",19,130,2,0.11538461538461539,0,1,1,3,1,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://oIcNXism.com.",41,118,1,0.059322033898305086,1,0,1,1,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código a7RPBk. ¡Stock limitado! Visita http://5oL7FONM.com.",23,130,2,0.09230769230769231,1,1,1,4,1,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código 07AJ22. ¡Stock limitado! Visita http://NhrUyKxF.com.",29,130,2,0.07692307692307693,0,1,1,2,1,1,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código urKvvy. ¡Stock limitado! Visita http://LBiGGLsJ.com.",32,130,2,0.08461538461538462,0,1,1,1,1,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://LWNLdB2J.com",23,109,1,0.08256880733944955,1,0,1,5,1,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código zP9w2p. ¡Stock limitado! Visita http://shNnfcUu.com.",41,130,2,0.05384615384615385,0,1,1,1,0,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://Zdm9D1Yp.com",41,109,1,0.05504587155963303,1,0,1,3,1,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://NwMg0ecn.com.",29,118,1,0.05084745762711865,1,1,1,3,0,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://IT2dhTJK.com.",32,93,1,0.08602150537634409,1,1,0,4,0,0,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código KkGKEg. ¡Stock limitado! Visita http://e60DvvA8.com.",25,130,2,0.07692307692307693,0,1,1,5,0,0,SPAM
"Asunto: ¡Muestras Gratis Hoy!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://rdPhdIr2.com.",21,118,1,0.05084745762711865,1,0,1,2,1,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://TEfwaItn.com.",32,93,1,0.06451612903225806,1,1,0,5,0,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://sdpIH6Xm.com.",36,118,1,0.059322033898305086,1,0,1,4,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://zio4HeW5.com.",23,86,0,0.05813953488372093,1,0,1,4,0,0,SPAM
"Asunto: ¡Muestras Gratis Hoy!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código rlKPOf. ¡Stock limitado! Visita http://w6OVmigU.com.",21,130,2,0.07692307692307693,1,1,1,5,1,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://nRBz7j0p.com.",19,93,1,0.053763440860215055,1,0,0,4,1,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://EHFtWToG.com.",41,118,1,0.0847457627118644,1,0,1,1,0,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://6gQRaHQu.com.",32,93,1,0.07526881720430108,1,1,0,1,1,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://B7Hycwsq.com",32,109,1,0.045871559633027525,1,1,1,2,1,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://uOsoXbON.com.",19,93,1,0.07526881720430108,1,0,0,1,1,0,SPAM
"Asunto: ¡Muestras Gratis Hoy!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://0q0DdU9P.com.",21,93,1,0.06451612903225806,1,0,0,1,1,0,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código kiBU8e. ¡Stock limitado! Visita http://NpThQoNS.com.",25,130,2,0.08461538461538462,0,1,1,3,0,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://mtQ2Ncsw.com",41,109,1,0.045871559633027525,1,0,1,3,1,1,SPAM
